关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
Station Power,UPS system,满足系统持续运行要求,Provide battery back-up uninterruptible power to critical loads,,"1) Loss of UPS
2) Loss of all WEC Power",1,Electrical fault - following a loss of all AC Power,"1) Corrosion induced failure short circuit
2) Water induced failure
3) Vibration induced failure
4) Improper installation",3,2,"1) SCADA diagnostics 
2) Visual inspection",1) SCADA Diagnostics；Manual in-situ repair and inspection,StingRAY/SR-RR-0540 Station Power PD v3.0 07-25-2016.xlsx
Station Power,UPS system,满足系统持续运行要求,Provide battery back-up uninterruptible power to critical loads,,"1) Loss of UPS
2) Loss of all WEC Power",1,Electrical fault - following a loss of all AC Power,"1) Corrosion induced failure short circuit
2) Water induced failure
3) Vibration induced failure
4) Improper installation",6,2,"1) SCADA diagnostics 
2) Visual inspection","1) Smoke alarms - reduce time to electrically isolate 
2) Over-current protection - for electrical isolation
3) Automatic fire suppression；Manual in-situ repair and inspection",StingRAY/SR-RR-0540 Station Power PD v3.0 07-25-2016.xlsx
Cooling,Cooling Pipes,满足系统持续运行要求,Contain coolant loop,,"1) Loss of PTO
2) Loss of AC power generation
3) bilge pumps run",1,Large coolant leak,Improper installation or manufacturing defect results in failure,6,2,"Moisture sensors
Inspections","SCADA Diagnostics
Bilge pumping；Manual in-situ inspection and repair",StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pumps,满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Corrosion induced failure short circuit,6,2,1) Visual inspection,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pumps,满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Improper installation or manufacturing defect results in failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pumps,满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,"Water induced failure 
(non-corrosion)",6,2,"1) SCADA diagnostics 
2) Visual inspection",SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pumps,满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Vibration and/or motion induced failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pumps,满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure - smoke/fire,All of the faults 1 thru 4,6,2,none,"1) Smoke alarms - reduce time to electrically isolate 
2) Over-current protection - for electrical isolation
3) Automatic fire suppression
4)SCADA Diagnostics；Manual in-situ inspection and repair",StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump controllers,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Corrosion induced failure short circuit,6,2,1) Visual inspection,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump controllers,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Improper installation or manufacturing defect results in failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump controllers,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,"Water induced failure 
(non-corrosion)",6,2,"1) SCADA diagnostics 
2) Visual inspection",SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump controllers,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2) Loss of AC power generation",1,Electrical Failure,Vibration and/or motion induced failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump controllers,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2) Loss of AC power generation",5,Electrical Failure - smoke/fire,All of the faults 1 thru 4,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Hull 
Heat Exchanger",满足系统持续运行要求,Exchange cooling water heat with ocean water,,"1) Flooding
2) Loss of cooling
3) Loss of PTO",5,Leak,Vibration and/or motion induced failure,6,2,none,"SCADA Diagnostics
Bilge sensors；Manual in-situ inspection and repair",StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Control room 
Cooling pump",满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Corrosion induced failure short circuit,6,2,1) Visual inspection,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Control room 
Cooling pump",满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Improper installation or manufacturing defect results in failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Control room 
Cooling pump",满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,"Water induced failure 
(non-corrosion)",6,2,"1) SCADA diagnostics 
2) Visual inspection",SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Control room 
Cooling pump",满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Vibration and/or motion induced failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,"Control room 
Cooling pump",满足系统持续运行要求,Provide electric power to cooling pumps,,"1) Loss of PTO
2)  Loss of AC power generation",5,Electrical Failure - smoke/fire,All of the faults 1 thru 4,6,2,none,"1) Smoke alarms - reduce time to electrically isolate 
2) Over-current protection - for electrical isolation
3) Automatic fire suppression
4)SCADA Diagnostics；Manual in-situ inspection and repair",StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Corrosion induced failure short circuit,6,2,1) Visual inspection,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Improper installation or manufacturing defect results in failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,"Water induced failure 
(non-corrosion)",6,2,"1) SCADA diagnostics 
2) Visual inspection",SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2)  Loss of AC power generation",1,Electrical Failure,Vibration and/or motion induced failure,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Cooling,Cooling pump,满足系统持续运行要求,Pump water to Stbd/Port PTO stator segments,,"1) Loss of PTO
2)  Loss of AC power generation",5,Electrical Failure - smoke/fire,All of the faults 1 thru 4,6,2,none,SCADA Diagnostics；Manual in-situ inspection and repair,StingRAY/SR-RR-0560 Cooling System PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,"1) Loss of one bilge pump
2) In the case of water being present, second bilge pump runs to remove normal bilge collection",1,"Electrical Fault - 
Pump","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) Secondary bilge pump running
2) SCADA diagnostics；In-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,"1) Loss of one bilge pump
2) In the case of water being present, second bilge pump runs to remove normal bilge collection",1,"Electrical Fault -
Controller","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) Secondary bilge pump running
2) SCADA diagnostics；In-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,"1) Loss of one bilge pump
2) In the case of water being present, second bilge pump runs to remove normal bilge collection",1,Mechanical failure in pump,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) Secondary bilge pump running
2) SCADA diagnostics；In-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,"1) Loss of one bilge pump
2) In the case of water being present, second bilge pump runs to remove normal bilge collection",1,Mechanical failure in switch,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) Secondary bilge pump running
2) SCADA diagnostics；In-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,1) Electrical isolation - loss of port/stbd spar bilge pumps,1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) Secondary bilge pump running
2) SCADA diagnostics；In-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port Spar Bilge Pumps & Controllers,满足系统持续运行要求,"Remove water from WEC collected from port/stbd PTO or Control Room. 
 (Two pumps per side - redundant cross connected power)",,"1) Electrical isolation - loss of port/stbd spar bilge pumps
2) Water raises in sealed bilge, filling bilge chamber.
3) Water flow overboard due to pressure differential via check valve",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",5,2,"1) V&V (QC) 
2) Inspections","1) 0520 Emergency System
2) SCADA Diagnostics；In-situ inspection for repair, repair at dry dock as necessary",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) Loss of PTO Seal bilge pump
2) PTO Sealed bilge transfers water to spar bilge via check-valve and pressure differential",1,"Electrical Fault - 
Pump","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections",SCADA Diagnostics；in-situ repair during service,StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) Loss of PTO Seal bilge pump
2) PTO Sealed bilge transfers water to spar bilge via check-valve and pressure differential",1,"Electrical Fault -
Controller","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections",SCADA Diagnostics；in-situ repair during service,StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) Loss of PTO Seal bilge pump
2) PTO Sealed bilge transfers water to spar bilge via check-valve and pressure differential",1,Mechanical failure in pump,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections",SCADA Diagnostics；in-situ repair during service,StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) Loss of PTO Seal bilge pump
2) PTO Sealed bilge transfers water to spar bilge via check-valve and pressure differential",1,Mechanical failure in switch,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections",SCADA Diagnostics；in-situ repair during service,StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) PTO floods up to secondary bilge level from leak
2) Stator segment damage from water",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections",SCADA Diagnostics；in-situ repair during service,StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Seal Bilge Pumps & Controllers,满足系统持续运行要求,Remove water from PTO seal bilge tank and transfer to the spar bilge tank,,"1) PTO seal bilge pump does not transfer water
2) Water is transferred to spar bilge once pressure differentail opens check valve",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",5,2,"1) V&V (QC) 
2) Inspections","1) 0520 Emergency System
2) SCADA Diagnostics；In-situ inspection for repair, repair at dry dock as necessary",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,"Electrical Fault - 
Pump","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,"Electrical Fault -
Controller","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Mechanical failure in pump,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Mechanical failure in switch,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,"1) V&V (QC) 
2) Inspections","1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Stbd/Port PTO Bilge Pumps & Controllers,满足系统持续运行要求,"Port/Stbd identical systems: Remove bilge water from the lowest point of the PTO module, transfering the water to the spar bilge",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,,"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,"Electrical Fault - 
Pump","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,V&V(QC),"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,"Electrical Fault -
Controller","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,V&V(QC),"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Mechanical failure in pump,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,V&V(QC),"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Mechanical failure in switch,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,V&V(QC),"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,"1) Loss of bilge pump
2) Any residual bilge collection is not pumped to spar bilge",1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,V&V(QC),"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,Deployment Pumping Systems,满足系统持续运行要求,"During deployment, when WEC is near horizontal oreientation, remove water from port/stbd low point of PTO module, and control room. - (Pump + Control for Port PTO, Stbd PTO, Stbd side control room, Port side control room)",,,1,Electrical Fault - smoke/fire,"1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,,"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,"Values & Fittings /
Pipping",满足系统持续运行要求,Remove infiltrated water from PTO module,,"1) Not detectable until water is pumped
2) water drains back to a bilge",1,"Leak in Values & Fittings /
Pipping","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,1) Inspections,"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,"Values & Fittings /
Pipping",满足系统持续运行要求,Remove infiltrated water from PTO module,,"1) Not detectable until water is pumped
2) water drains back to a bilge",1,"Leak in Values & Fittings /
Pipping","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,1) Inspections,"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Bilge Pumping,"Values & Fittings /
Pipping",满足系统持续运行要求,Remove infiltrated water from PTO module,,"1) Not detectable until water is pumped
2) water drains back to a bilge",1,"Leak in Values & Fittings /
Pipping","1) Manufacturing defect
2) Fatigue or degradation over time
3) Contamination leads to fault
4) Component corrosion leads to fault
5) Control fault
6) Installation error",4,2,1) Inspections,"1) SCADA diagnostic
2) Surveillance；in-situ repair",StingRAY/SR-RR-0570 Bilge PD v3.0 07-25-2016.xlsx
Hull Fitting,Hull Fitting,满足系统持续运行要求,Provide attachment points and other functionality to hull structure,,"1) Change in buoy orientation
2) Reduction in power production
3) Increased load on other line
4) Damage to hull",1,Mooring attachment failure,Extreme load induced damage (Overload),4,2,none,"1) Yaw direction detection
2) Mooring load cell
3) Visual detection；1) Recover WEC, dry doc repair of hull area",StingRAY/SR-RR-0620 Hull Fitting PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,1) Water intrusion,1,Minor Leak in hatch or cable penetration seal,Fatigue crack in seal,7,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,1) Water intrusion,1,Minor Leak in hatch or cable penetration seal,Damage from debris,7,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,1) Water intrusion,1,Minor Leak in hatch or cable penetration seal,Overpressurization,6,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,1) Water intrusion,1,Minor Leak in hatch or cable penetration seal,Deformation of mating structure,7,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,"1) Water intrusion
2) Component damage from corrosion",1,Major Leak in hatch or cable penetration seal,Fatigue crack in seal,6,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,"1) Water intrusion
2) Component damage from corrosion",1,Major Leak in hatch or cable penetration seal,Damage from debris,6,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,"1) Water intrusion
2) Component damage from corrosion",1,Major Leak in hatch or cable penetration seal,Overpressurization,5,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Hull Penetrations,Hull Penetrations,满足系统持续运行要求,Hatches and cable penetrations,,"1) Water intrusion
2) Component damage from corrosion",1,Major Leak in hatch or cable penetration seal,Deformation of mating structure,6,2,,Bilge detection；Repair seal on site,StingRAY/SR-RR-0630 Hull Penetrations PD v3.0 07-25-2016.xlsx
Marinization & Corrosion,Marinization & Corrosion (internal and external),满足系统持续运行要求,Defines environmental specifications for each compartment of the WEC and the means to protect external components from the effects of a marine environment,,,,nan,,,2,,,StingRAY/SR-RR-0640 Marinization and Corrosion PD v3.0 07-25-2016.xlsx
Mooring,Mooring system (this line is a placeholder for notes),满足系统持续运行要求,,,,,nan,,,2,,,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
